separation,propensity,length,PredSS_r1_-1,PredSS_r1,PredSS_r1_1,PredSS_r2_-1,PredSS_r2,PredSS_freq_central_H,PredSS_freq_central_E,PredSS_freq_central_C,PredCN_freq_central_0,PredRCH_freq_central_0,PredRCH_freq_central_1,PredSA_freq_central_0,PredSA_freq_central_4,PredRCH_r1_-1,PredRCH_r1,PredRCH_r1_1,PredRCH_r2_-1,PredRCH_r2,PredRCH_r2_1,PredCN_r1_-1,PredCN_r1,PredCN_r1_1,PredCN_r2,PredSA_r1,PredSA_r2_-1,PredSA_r2,PredSA_r2_1,PredSS_freq_global_H,PredCN_freq_global_0,PredRCH_freq_global_0,PredRCH_freq_global_4,PredSA_freq_global_0,AA_freq_central_A,AA_freq_central_D,AA_freq_central_E,AA_freq_central_I,AA_freq_central_F,PSSM_r1_-4_A,PSSM_r1_-4_N,PSSM_r1_0_D,PSSM_r1_1_W,PSSM_r2_0_A,PSSM_central_-2_A,PSSM_central_-2_T,PSSM_central_0_H,PSSM_central_2_D,PSSM_central_2_V
33,-0.223130093762819,129,C,C,H,H,H,0.469,0.188,0.344,0.25,0.281,0.156,0.344,0.25,0,0,2,4,4,3,1,0,2,4,3,1,1,3,0.473,0.178,0.256,0.202,0.357,0.094,0.062,0.062,0.031,0.031,-1,0,4,-5,0,2,-3,0,-5,-2
100,-0.133275145604059,954,C,C,C,E,E,0.0,0.374,0.626,0.202,0.232,0.04,0.03,0.364,1,0,3,3,3,3,1,3,2,3,4,3,0,1,0.181,0.155,0.239,0.138,0.156,0.091,0.03,0.051,0.02,0.01,-2,-1,-2,-4,-1,-3,1,2,1,-8
79,-0.357652718383342,212,C,C,E,C,C,0.205,0.128,0.667,0.256,0.321,0.154,0.103,0.321,0,3,3,1,0,1,1,3,3,0,3,3,4,3,0.113,0.184,0.297,0.071,0.127,0.026,0.077,0.051,0.013,0.038,0,-1,0,1,-3,-4,-4,-4,7,-3
15,-0.133275145604059,215,C,C,C,C,C,0.429,0.0,0.571,0.214,0.214,0.071,0.071,0.214,1,0,0,0,1,1,0,0,0,1,4,4,4,3,0.302,0.126,0.186,0.251,0.381,0.0,0.214,0.0,0.143,0.0,0,0,1,-1,-2,-3,0,-6,-6,4
15,0.339083541066577,120,E,E,E,E,E,0.0,0.571,0.429,0.143,0.214,0.0,0.357,0.071,0,3,3,3,3,0,0,3,3,4,2,2,0,4,0.0,0.275,0.342,0.042,0.192,0.214,0.071,0.0,0.071,0.071,-1,-2,-3,-3,5,3,-1,0,-1,-1
7,-0.543503555251413,111,C,C,C,C,C,0.0,0.0,1.0,0.333,0.5,0.167,0.0,0.667,3,0,1,3,1,3,3,0,0,2,4,1,3,1,0.162,0.207,0.36,0.027,0.144,0.0,0.0,0.0,0.0,0.0,-1,2,-1,-2,-1,-2,0,-2,1,0
16,0.755628568879203,954,C,C,C,C,C,0.0,0.0,1.0,0.333,0.4,0.0,0.0,0.6,4,4,4,3,3,4,4,4,4,3,1,4,3,1,0.181,0.155,0.239,0.138,0.156,0.067,0.067,0.133,0.0,0.067,4,1,-6,-6,0,-1,-1,-8,1,-1
97,0.551778417434986,233,H,H,H,H,H,0.677,0.0,0.323,0.135,0.229,0.177,0.25,0.125,3,3,0,1,1,1,3,3,1,1,0,3,3,3,0.575,0.163,0.245,0.086,0.206,0.146,0.062,0.083,0.062,0.021,-2,-5,-5,-5,-1,5,-2,-5,-3,-7
388,-0.201664281504726,739,C,C,C,C,C,0.344,0.155,0.501,0.186,0.253,0.121,0.248,0.243,3,4,4,3,0,3,4,4,4,1,3,2,3,3,0.411,0.18,0.233,0.135,0.271,0.114,0.083,0.047,0.065,0.021,0,-1,-2,-4,2,-1,3,-4,-5,2
17,-0.498801547078728,391,C,E,E,C,C,0.0,0.188,0.812,0.062,0.188,0.0,0.5,0.125,3,3,3,0,1,3,3,3,4,1,2,4,3,1,0.417,0.125,0.197,0.215,0.289,0.062,0.062,0.125,0.0,0.125,0,-4,-3,-7,-1,2,1,2,2,-1
64,-0.351621515877917,139,E,E,E,E,E,0.0,0.54,0.46,0.19,0.444,0.111,0.143,0.302,3,3,3,1,3,3,3,4,3,2,1,3,3,1,0.0,0.165,0.417,0.05,0.173,0.063,0.048,0.127,0.063,0.048,0,0,-6,-6,-1,-2,-3,5,2,-2
115,0.30173402177037,235,H,H,H,H,H,0.57,0.053,0.377,0.228,0.281,0.158,0.289,0.263,3,3,1,3,3,1,3,3,1,3,1,0,1,3,0.643,0.183,0.226,0.149,0.306,0.061,0.07,0.035,0.061,0.053,-1,-5,-3,-4,-4,-2,-2,-2,-5,6
165,-0.809388092833644,374,C,C,C,H,H,0.36,0.171,0.47,0.11,0.183,0.116,0.348,0.134,1,0,2,0,0,2,1,1,2,0,4,4,4,1,0.291,0.166,0.27,0.195,0.316,0.104,0.073,0.055,0.049,0.018,-3,-5,-1,-2,0,1,-1,-5,0,-3
124,-0.631824374194334,157,C,C,C,C,C,0.098,0.285,0.618,0.358,0.439,0.163,0.154,0.407,0,0,0,3,3,0,0,0,0,3,4,0,1,4,0.076,0.338,0.427,0.006,0.153,0.098,0.049,0.106,0.016,0.016,0,0,-1,-5,2,-1,0,-4,-1,1
205,0.891527706500162,317,C,C,E,H,H,0.373,0.118,0.51,0.113,0.186,0.064,0.304,0.167,0,3,3,3,3,0,1,4,4,3,0,1,0,4,0.353,0.142,0.23,0.262,0.268,0.132,0.054,0.078,0.039,0.029,1,2,-5,-4,-3,1,-2,2,-5,3
47,0.690944442931784,102,H,H,H,C,H,0.087,0.283,0.63,0.022,0.152,0.065,0.37,0.065,1,3,2,4,3,0,1,3,2,2,0,0,3,4,0.265,0.118,0.245,0.176,0.255,0.022,0.109,0.022,0.065,0.022,-1,0,-7,7,3,-4,-4,-2,-7,4
126,-0.219893050448415,209,C,C,C,E,E,0.088,0.52,0.392,0.2,0.36,0.112,0.2,0.312,0,3,0,3,4,3,0,4,0,3,1,0,3,1,0.077,0.201,0.359,0.019,0.177,0.08,0.08,0.064,0.032,0.04,0,-1,-4,-6,-1,-1,0,-3,-4,2
42,-1.21699964523912,195,H,H,H,C,C,0.244,0.0,0.756,0.561,0.415,0.22,0.049,0.683,1,0,1,0,0,0,0,0,0,0,4,4,4,4,0.626,0.472,0.359,0.036,0.21,0.073,0.073,0.171,0.024,0.024,1,0,2,-3,-1,-2,-2,-2,-4,-1
388,-0.667642937365069,398,C,H,H,H,H,0.398,0.124,0.478,0.119,0.196,0.109,0.364,0.114,0,0,3,1,0,3,0,0,3,1,4,3,3,0,0.405,0.123,0.206,0.307,0.357,0.101,0.049,0.059,0.047,0.047,0,0,7,-2,0,-4,-4,-3,-5,4
37,-0.16854968894129,236,H,H,H,C,C,0.444,0.139,0.417,0.167,0.139,0.222,0.389,0.083,3,0,1,2,3,0,3,1,1,3,3,3,1,4,0.403,0.14,0.242,0.242,0.301,0.222,0.0,0.028,0.0,0.056,1,-1,1,-5,1,0,1,1,0,-4
32,-0.215461546723741,156,C,C,C,C,C,0.548,0.0,0.452,0.032,0.129,0.194,0.29,0.065,1,1,3,1,1,1,1,0,2,1,4,3,3,4,0.519,0.038,0.192,0.064,0.269,0.097,0.129,0.032,0.0,0.032,-4,5,-2,-4,3,-2,-2,-4,-4,0
38,-0.219893050448415,75,E,E,E,E,E,0.135,0.405,0.459,0.216,0.324,0.135,0.162,0.189,3,3,3,3,4,3,3,4,3,3,0,0,3,0,0.067,0.173,0.28,0.04,0.187,0.027,0.135,0.054,0.054,0.027,1,0,-5,-4,-3,-3,-2,-5,0,-4
24,-0.703394992005171,208,E,E,E,C,C,0.0,0.478,0.522,0.13,0.348,0.174,0.13,0.13,2,3,3,1,0,1,3,4,4,0,0,3,4,3,0.423,0.173,0.274,0.019,0.255,0.043,0.043,0.087,0.087,0.043,-2,3,-6,-5,0,0,0,-2,-2,-5
11,-0.376477099882196,54,C,C,C,H,H,0.6,0.0,0.4,0.6,0.4,0.3,0.0,0.4,3,0,0,1,2,1,3,1,0,3,4,3,1,3,0.315,0.537,0.444,0.0,0.093,0.0,0.2,0.0,0.0,0.0,-1,-1,0,-4,-3,-2,-2,-4,5,-3
113,-1.06666371597824,129,H,H,H,H,H,0.67,0.0,0.33,0.384,0.402,0.205,0.143,0.33,3,1,0,3,0,0,3,1,0,0,3,2,4,3,0.674,0.403,0.426,0.0,0.124,0.143,0.107,0.036,0.045,0.045,-1,-6,-3,-5,-1,-6,-4,-2,0,0
27,-0.494579528651966,114,H,H,H,H,H,0.731,0.0,0.269,0.308,0.385,0.192,0.231,0.231,3,3,3,3,3,0,2,3,3,3,0,0,1,3,0.526,0.351,0.404,0.0,0.158,0.154,0.038,0.077,0.077,0.0,0,-4,-6,-1,-3,-1,-1,0,0,-3
10,-0.177862105631904,103,E,E,E,E,E,0.0,0.556,0.444,0.111,0.556,0.0,0.333,0.444,3,3,3,3,3,3,4,4,4,3,0,0,3,0,0.388,0.408,0.379,0.0,0.194,0.111,0.0,0.0,0.111,0.222,-1,0,-3,-3,-1,-1,0,-2,-4,1
100,-0.554961670106352,221,C,C,H,C,C,0.424,0.061,0.515,0.131,0.343,0.202,0.162,0.202,0,1,0,0,0,3,0,0,0,0,3,4,3,3,0.19,0.145,0.362,0.054,0.145,0.071,0.061,0.101,0.081,0.01,-1,0,2,-6,1,7,-5,-1,-8,0
39,1.51389645446527,124,C,C,C,C,C,0.0,0.342,0.658,0.132,0.342,0.158,0.158,0.263,0,3,1,1,3,0,1,3,1,3,1,3,3,4,0.0,0.202,0.387,0.0,0.137,0.026,0.026,0.158,0.053,0.0,-4,-5,-6,-5,-2,-1,1,2,-7,-5
106,-0.507532387566928,134,E,E,C,C,C,0.0,0.476,0.524,0.238,0.41,0.152,0.124,0.381,3,3,0,0,1,1,3,3,1,1,3,4,4,3,0.0,0.261,0.403,0.0,0.119,0.067,0.057,0.067,0.038,0.038,-5,-6,-2,-4,1,1,0,-7,-1,-4
46,-0.760335435085317,215,H,H,H,C,C,0.156,0.222,0.622,0.178,0.333,0.178,0.2,0.2,4,3,3,3,3,3,3,4,4,4,1,0,3,3,0.516,0.228,0.288,0.051,0.177,0.044,0.089,0.044,0.067,0.022,-2,-7,-7,-8,2,-2,-4,-5,-2,3
183,-0.568600568117784,466,C,C,C,H,C,0.385,0.099,0.516,0.176,0.148,0.115,0.308,0.159,3,1,3,3,0,1,3,1,3,0,4,1,3,3,0.251,0.195,0.191,0.223,0.33,0.093,0.071,0.049,0.082,0.027,-3,-4,-2,-4,1,-2,1,-1,-4,4
10,-0.259059218447052,88,E,E,E,C,C,0.0,0.667,0.333,0.222,0.444,0.222,0.0,0.444,0,0,2,0,0,1,1,1,3,0,3,4,4,4,0.216,0.159,0.25,0.068,0.239,0.0,0.0,0.222,0.111,0.111,7,-6,2,-4,0,1,1,-4,-7,3
139,-0.0293176542549531,209,C,C,C,C,C,0.297,0.261,0.442,0.304,0.312,0.138,0.21,0.333,1,3,3,0,1,3,1,3,3,0,3,4,3,0,0.354,0.354,0.34,0.038,0.177,0.036,0.043,0.116,0.087,0.051,-2,7,-2,-3,-2,-2,-1,0,-1,-1
7,-0.504346507360844,185,E,E,E,E,E,0.0,0.667,0.333,0.0,0.333,0.5,0.167,0.333,3,3,3,1,3,3,4,3,4,4,3,3,0,0,0.114,0.178,0.324,0.016,0.168,0.0,0.0,0.167,0.167,0.0,-2,-2,-2,-5,0,2,1,-2,-1,-3
117,0.702477190922726,342,E,E,E,C,C,0.19,0.241,0.569,0.112,0.233,0.129,0.259,0.138,1,3,3,1,3,3,2,4,3,4,0,3,0,1,0.237,0.117,0.228,0.216,0.307,0.06,0.095,0.052,0.086,0.017,0,-2,-4,-4,-2,0,-1,-1,1,3
21,-0.0983758514235736,208,C,C,C,C,C,0.0,0.15,0.85,0.05,0.2,0.25,0.1,0.3,3,3,3,4,4,4,3,4,3,4,4,1,1,4,0.048,0.101,0.192,0.082,0.216,0.0,0.0,0.05,0.0,0.0,0,0,-3,-5,3,-2,-3,-1,5,-4
26,-0.380502019767479,235,C,C,H,C,C,0.84,0.0,0.16,0.12,0.12,0.08,0.56,0.12,0,1,4,1,0,0,4,3,4,0,4,3,4,4,0.353,0.14,0.226,0.255,0.357,0.2,0.04,0.0,0.04,0.0,-1,-1,-1,-1,-1,-3,-2,-8,-6,-4
87,-0.578388162435103,247,E,E,E,H,H,0.058,0.477,0.465,0.151,0.337,0.116,0.186,0.279,1,0,3,2,0,2,2,3,3,0,3,2,4,2,0.166,0.215,0.332,0.036,0.215,0.047,0.07,0.035,0.058,0.093,0,2,1,-3,1,-1,-1,-1,-5,2
108,1.41058573887302,192,C,C,C,H,H,0.383,0.168,0.449,0.159,0.224,0.178,0.318,0.206,0,2,0,0,2,3,1,3,1,2,1,3,2,0,0.359,0.208,0.229,0.115,0.281,0.093,0.028,0.14,0.047,0.047,0,-1,-5,-2,2,-1,1,-1,0,0
53,-0.144929851277216,158,C,C,C,E,E,0.0,0.404,0.596,0.0,0.212,0.115,0.404,0.135,3,3,3,4,3,3,4,4,4,4,0,0,0,0,0.025,0.127,0.285,0.095,0.329,0.038,0.058,0.038,0.135,0.058,-1,-1,-5,-4,0,-2,-1,-2,1,-1
34,0.00960562576808159,213,H,H,H,H,C,0.333,0.182,0.485,0.333,0.424,0.091,0.121,0.333,3,1,0,0,1,0,3,1,0,3,3,4,3,4,0.413,0.277,0.347,0.075,0.155,0.0,0.03,0.121,0.061,0.03,3,-3,-1,-3,2,3,-1,2,-1,-1
79,0.734121565165707,181,E,E,E,C,C,0.346,0.308,0.346,0.179,0.346,0.154,0.154,0.269,4,4,3,3,3,1,4,4,4,4,0,0,1,3,0.298,0.254,0.392,0.05,0.127,0.103,0.038,0.064,0.0,0.077,-5,-6,-6,-4,-4,2,0,-3,-5,-7
226,-0.494579528651966,642,C,C,C,C,C,0.24,0.142,0.618,0.147,0.173,0.102,0.293,0.196,3,3,0,4,4,4,0,3,0,4,4,0,1,1,0.358,0.187,0.212,0.235,0.274,0.124,0.04,0.089,0.049,0.071,4,-2,-2,-2,0,4,0,7,4,-3
77,0.428102310078339,144,E,E,C,C,C,0.158,0.303,0.539,0.079,0.224,0.105,0.395,0.105,3,3,1,4,3,1,3,3,2,3,0,3,0,3,0.188,0.069,0.201,0.16,0.382,0.079,0.079,0.092,0.053,0.026,-4,-6,-7,-5,0,-6,-4,-1,6,-2
453,-0.295112436192171,1244,H,H,H,H,H,0.239,0.077,0.684,0.142,0.186,0.104,0.263,0.208,4,4,4,3,1,0,4,4,4,1,1,0,3,4,0.211,0.16,0.198,0.27,0.26,0.077,0.062,0.064,0.055,0.027,4,-3,8,-5,2,0,0,-2,0,-3
148,-1.88815652750283,172,C,C,C,H,H,0.68,0.0,0.32,0.252,0.265,0.109,0.245,0.17,3,3,3,3,0,3,3,3,3,0,3,1,3,1,0.68,0.25,0.267,0.163,0.244,0.088,0.116,0.061,0.041,0.02,1,-2,1,-6,3,2,0,-2,2,-2
11,-0.210874394342964,117,C,E,E,C,C,0.0,0.6,0.4,0.4,0.5,0.0,0.2,0.4,3,3,3,0,1,1,3,3,4,1,3,4,4,3,0.111,0.256,0.376,0.0,0.154,0.0,0.1,0.0,0.0,0.1,-2,-2,-1,-4,-1,-1,2,-3,1,0
22,0.166803478113183,182,H,H,H,C,C,0.333,0.286,0.381,0.143,0.143,0.19,0.286,0.095,0,2,3,3,0,0,0,2,3,1,2,2,4,4,0.346,0.137,0.236,0.126,0.275,0.048,0.238,0.0,0.048,0.0,3,1,-5,-5,0,-7,-5,-7,-3,0
125,-0.798622390792186,492,H,H,H,C,C,0.379,0.129,0.492,0.202,0.29,0.121,0.226,0.242,3,0,0,3,3,0,3,1,0,3,4,3,1,3,0.417,0.244,0.323,0.128,0.177,0.065,0.089,0.056,0.065,0.073,-4,3,4,-5,1,3,-1,-6,0,-8
17,0.394389014016248,250,H,C,C,E,E,0.0,0.562,0.438,0.0,0.125,0.188,0.312,0.0,3,3,0,3,3,3,3,3,1,4,0,1,0,2,0.324,0.136,0.24,0.244,0.352,0.062,0.062,0.062,0.0,0.062,-1,-7,-7,-7,0,-1,-1,-2,1,-5
41,-0.631824374194334,110,E,E,E,E,E,0.175,0.4,0.425,0.15,0.175,0.15,0.325,0.15,3,3,3,3,3,3,4,4,4,4,0,0,0,0,0.191,0.173,0.255,0.109,0.336,0.05,0.1,0.075,0.025,0.05,-1,0,-5,-4,-3,1,-1,-2,1,-2
119,-0.892407793453551,201,H,H,H,C,C,0.339,0.263,0.398,0.034,0.136,0.144,0.347,0.119,2,1,2,4,3,0,2,0,2,4,3,1,1,3,0.308,0.095,0.204,0.149,0.284,0.085,0.068,0.042,0.042,0.034,0,2,-1,4,-5,-3,1,-3,-1,-4
53,-0.348437167796208,161,C,C,C,H,H,0.423,0.231,0.346,0.288,0.288,0.173,0.269,0.308,1,0,0,0,0,1,1,0,0,0,4,4,4,4,0.559,0.373,0.335,0.012,0.217,0.077,0.019,0.135,0.038,0.019,2,-1,-2,-3,1,0,4,5,1,-2
259,0.89955658645063,532,E,E,C,C,C,0.256,0.089,0.655,0.112,0.186,0.093,0.353,0.171,3,3,4,3,3,4,4,4,4,4,2,3,1,1,0.274,0.158,0.239,0.229,0.276,0.05,0.039,0.066,0.039,0.05,-3,-7,-6,-7,-1,-2,-4,0,-7,-2
44,-0.586524082132086,208,C,C,C,C,C,0.0,0.14,0.86,0.023,0.07,0.116,0.279,0.023,3,3,3,3,4,3,4,3,3,3,3,2,3,0,0.048,0.101,0.192,0.082,0.216,0.0,0.116,0.0,0.023,0.023,-3,-3,-3,-4,-4,4,0,-4,-2,-4
155,-0.0386979284569494,555,C,C,C,C,C,0.065,0.396,0.539,0.247,0.266,0.117,0.266,0.286,3,3,3,3,3,3,3,3,3,3,3,4,3,0,0.061,0.306,0.355,0.049,0.213,0.078,0.065,0.026,0.097,0.026,-1,0,-1,-2,3,0,-2,-2,-1,0
48,-0.201664281504726,244,E,E,E,C,C,0.191,0.447,0.362,0.191,0.362,0.17,0.213,0.277,3,3,3,0,1,2,4,3,4,0,3,4,4,3,0.168,0.123,0.299,0.02,0.238,0.064,0.064,0.128,0.064,0.085,-2,-3,2,-1,-2,-2,1,-5,-6,1
14,-0.0557492336181167,142,H,H,H,H,H,0.692,0.0,0.308,0.462,0.308,0.231,0.077,0.231,3,3,3,2,3,3,1,2,3,2,3,3,2,0,0.739,0.31,0.268,0.007,0.176,0.077,0.0,0.0,0.0,0.0,1,-1,-2,6,1,0,-2,-6,-7,-2
16,-0.255808155306906,87,E,C,C,C,C,0.0,0.467,0.533,0.0,0.067,0.067,0.333,0.267,4,0,4,0,4,4,4,3,4,4,4,4,3,3,0.0,0.069,0.241,0.287,0.23,0.0,0.0,0.0,0.0,0.067,0,0,-1,-1,0,0,-3,-3,1,-3
198,-0.168446050654973,391,H,C,C,C,C,0.467,0.051,0.482,0.122,0.178,0.091,0.345,0.168,3,0,3,3,0,3,4,0,3,1,4,3,3,0,0.417,0.125,0.197,0.215,0.289,0.086,0.051,0.066,0.076,0.046,1,1,2,-1,0,-1,7,0,-1,-1
106,-0.755462394916418,372,C,C,C,E,C,0.0,0.41,0.59,0.114,0.267,0.076,0.238,0.2,0,0,1,3,1,0,1,0,0,1,4,0,3,4,0.091,0.167,0.285,0.121,0.194,0.067,0.057,0.086,0.057,0.038,-2,-2,2,-4,-1,-1,0,0,1,-1
57,-0.740432272820794,122,C,C,C,C,C,0.125,0.268,0.607,0.179,0.25,0.143,0.286,0.321,0,0,2,1,0,2,0,1,3,0,4,4,4,3,0.221,0.27,0.385,0.0,0.189,0.018,0.036,0.071,0.0,0.0,0,1,2,-4,0,-5,-3,1,-2,-2
49,0.173230799377485,104,H,H,H,C,C,0.271,0.062,0.667,0.292,0.396,0.208,0.125,0.354,1,3,1,0,0,1,0,3,1,0,0,4,4,3,0.163,0.202,0.375,0.029,0.144,0.062,0.062,0.021,0.042,0.062,-2,5,-7,-3,0,0,-2,-1,-3,-2
9,-0.168446050654973,221,C,C,C,C,C,0.0,0.0,1.0,0.125,0.375,0.25,0.0,0.625,0,0,1,3,4,4,1,0,0,4,4,1,0,1,0.19,0.145,0.362,0.054,0.145,0.0,0.0,0.125,0.25,0.0,-3,4,0,-2,-2,-1,1,-2,-1,-1
494,-0.139595169751174,739,H,H,H,E,E,0.369,0.126,0.505,0.191,0.252,0.136,0.249,0.235,3,3,3,4,4,4,3,4,3,4,3,0,0,0,0.411,0.18,0.233,0.135,0.271,0.11,0.083,0.053,0.069,0.02,-2,-4,-2,-3,2,-1,-2,-4,-2,-3
64,-0.498801547078728,216,H,H,H,C,C,0.206,0.349,0.444,0.063,0.175,0.143,0.286,0.159,1,1,3,3,3,0,1,1,3,4,3,0,1,4,0.296,0.102,0.204,0.176,0.315,0.111,0.032,0.079,0.063,0.016,0,0,0,-3,6,0,0,2,-2,0
7,-0.760335435085317,75,C,C,C,C,C,0.0,0.333,0.667,0.0,0.0,0.333,0.0,0.667,3,0,3,1,0,0,4,1,3,0,4,4,4,4,0.107,0.28,0.4,0.0,0.027,0.0,0.0,0.0,0.167,0.0,-1,3,-2,-3,-1,3,0,2,-2,3
27,1.11178457528051,100,E,E,E,E,E,0.0,0.308,0.692,0.115,0.231,0.154,0.269,0.154,3,3,3,3,3,3,3,4,4,3,0,0,0,3,0.12,0.28,0.42,0.01,0.18,0.077,0.192,0.038,0.038,0.077,1,-1,-4,-2,0,0,0,0,-2,-4
117,-0.59042833252524,235,C,C,H,H,H,0.474,0.121,0.405,0.129,0.172,0.095,0.362,0.138,0,1,0,1,1,3,0,2,0,1,3,3,3,0,0.404,0.247,0.277,0.17,0.247,0.095,0.034,0.06,0.052,0.034,0,-1,-2,-7,2,0,-2,-6,0,-3
40,0.423951901331434,133,C,E,E,E,E,0.154,0.487,0.359,0.205,0.333,0.103,0.205,0.154,0,3,3,3,3,3,1,3,3,4,3,0,0,3,0.045,0.211,0.271,0.015,0.15,0.154,0.026,0.077,0.128,0.0,-1,-3,-2,-3,-2,0,-1,4,-3,-3
36,-0.51634095987401,151,C,C,C,C,C,0.0,0.457,0.543,0.057,0.171,0.114,0.286,0.114,0,1,0,2,0,0,1,1,0,1,3,1,3,4,0.093,0.278,0.377,0.026,0.159,0.0,0.057,0.029,0.057,0.029,-1,-4,1,-2,-1,-1,-1,0,-2,-1
136,1.0387744973686,235,C,C,C,H,H,0.304,0.119,0.578,0.2,0.267,0.17,0.215,0.244,0,3,3,0,1,3,1,3,4,2,3,4,3,0,0.306,0.166,0.255,0.149,0.247,0.096,0.119,0.052,0.067,0.059,-2,-2,-2,-4,1,1,-1,-2,-1,0
34,-0.302960173485927,404,C,C,C,C,C,0.303,0.091,0.606,0.121,0.273,0.061,0.333,0.182,4,4,4,0,1,2,4,4,4,1,0,4,3,1,0.344,0.077,0.191,0.285,0.364,0.091,0.121,0.061,0.03,0.061,1,-4,-4,1,1,-1,-2,2,4,-3
107,-0.448489264136552,138,C,C,C,H,H,0.17,0.311,0.519,0.368,0.255,0.198,0.132,0.462,3,1,3,1,1,1,3,1,4,0,3,4,4,4,0.246,0.442,0.283,0.029,0.109,0.066,0.057,0.094,0.038,0.057,-1,0,-1,1,-1,-2,-1,-1,-1,0
330,0.339961660911766,1244,C,C,C,H,H,0.128,0.176,0.696,0.161,0.231,0.091,0.246,0.267,4,4,3,4,4,4,4,4,4,4,3,0,0,3,0.211,0.16,0.198,0.27,0.26,0.094,0.07,0.07,0.033,0.03,-3,-3,-2,-4,-4,-2,-1,-1,-4,1
212,-0.46859062821864,459,C,C,C,C,C,0.209,0.265,0.526,0.133,0.242,0.133,0.232,0.209,3,1,0,3,3,3,3,0,0,4,4,1,0,1,0.307,0.185,0.257,0.105,0.207,0.043,0.066,0.062,0.038,0.057,-1,0,1,-2,-3,2,0,0,0,-1
92,0.155025238316715,501,E,C,C,C,C,0.22,0.0,0.78,0.055,0.187,0.066,0.308,0.132,3,3,3,4,4,4,3,4,3,4,0,1,0,1,0.303,0.102,0.174,0.331,0.387,0.044,0.066,0.055,0.099,0.033,-4,-6,-6,-5,-3,-5,-5,-5,2,-5
56,-0.547757053028698,126,H,H,H,C,C,0.655,0.0,0.345,0.164,0.218,0.218,0.273,0.145,0,1,1,1,1,3,1,1,1,0,3,4,4,1,0.603,0.143,0.214,0.071,0.246,0.018,0.018,0.073,0.018,0.091,-3,-1,-3,-3,-1,-4,-4,9,0,-2
67,0.00849402669097412,208,E,E,E,C,C,0.136,0.409,0.455,0.212,0.288,0.136,0.303,0.303,2,3,3,0,1,2,2,3,3,1,0,4,3,3,0.115,0.168,0.264,0.087,0.245,0.076,0.045,0.061,0.076,0.061,-4,-5,-5,-3,-2,-2,-2,-2,-1,-1
39,0.28907941401888,174,E,E,E,E,E,0.0,0.5,0.5,0.026,0.211,0.158,0.184,0.105,3,1,3,3,3,3,4,1,3,3,3,1,3,1,0.023,0.069,0.23,0.006,0.172,0.0,0.053,0.053,0.026,0.026,-3,6,0,-5,-2,-2,-1,-1,-4,1
8,-0.296751891098694,240,E,E,E,C,E,0.0,0.286,0.714,0.0,0.143,0.286,0.286,0.286,3,1,3,1,3,3,4,3,4,3,3,3,2,3,0.379,0.263,0.312,0.0,0.196,0.143,0.0,0.143,0.143,0.0,-4,-6,-1,-5,-2,-3,-2,-2,7,-4
46,-0.672338244488822,128,C,C,C,C,C,0.0,0.467,0.533,0.289,0.356,0.133,0.178,0.444,0,0,0,3,0,0,0,0,0,1,4,1,4,4,0.109,0.359,0.43,0.0,0.148,0.022,0.044,0.022,0.067,0.044,-3,1,1,0,-1,-1,0,0,1,0
263,-0.158685575359271,678,C,C,C,C,C,0.382,0.088,0.531,0.198,0.252,0.141,0.271,0.21,0,3,3,0,0,3,1,4,4,3,0,4,3,3,0.391,0.127,0.178,0.388,0.378,0.088,0.065,0.065,0.046,0.031,-2,-3,-6,-5,-1,-3,-4,8,-4,-3
110,-0.297583344144405,241,C,E,E,C,C,0.257,0.11,0.633,0.202,0.266,0.156,0.183,0.257,3,3,3,3,3,3,4,3,4,4,2,1,1,3,0.183,0.212,0.311,0.058,0.162,0.138,0.092,0.028,0.037,0.0,-2,3,-2,12,-3,0,0,3,7,-7
9,0.297583937137025,85,C,C,C,H,H,0.5,0.0,0.5,0.25,0.125,0.25,0.125,0.25,1,3,3,1,3,2,2,3,3,3,0,3,1,2,0.235,0.153,0.212,0.082,0.118,0.0,0.125,0.0,0.0,0.0,-4,-6,-7,-6,-5,-5,-5,-6,0,1
461,0.0235861604549471,536,C,C,C,H,H,0.274,0.178,0.548,0.159,0.224,0.1,0.298,0.224,1,0,3,0,1,3,1,0,3,1,3,4,3,0,0.284,0.187,0.25,0.235,0.274,0.085,0.057,0.067,0.076,0.041,-2,1,-1,-3,1,6,-3,-2,-4,-6
209,1.17960746355996,363,H,H,H,E,E,0.236,0.236,0.529,0.13,0.25,0.125,0.183,0.183,3,3,3,3,3,4,3,3,3,4,0,3,0,0,0.251,0.193,0.281,0.163,0.218,0.101,0.058,0.053,0.038,0.029,0,-4,-8,-6,-3,0,0,-1,1,-1
22,-0.110326958364955,104,C,C,C,H,H,0.286,0.333,0.381,0.143,0.238,0.238,0.286,0.143,0,1,3,0,3,3,2,2,3,3,3,3,1,0,0.106,0.231,0.375,0.01,0.212,0.143,0.048,0.143,0.048,0.0,-4,-1,-1,-7,1,-2,-1,-4,1,-3
175,1.28178614827365,247,C,C,C,C,C,0.351,0.138,0.511,0.264,0.23,0.138,0.178,0.264,3,3,0,0,0,X,3,3,0,3,3,4,4,X,0.356,0.324,0.287,0.028,0.158,0.057,0.098,0.098,0.052,0.034,-1,-1,-2,-4,-1,-3,-3,-2,-4,1
